tweet_id,favorites,retweets,user_followers,user_favourites,date_time
878057613040115712,41402,6715,7541421,140561,2017-06-23 01:10:23
877736472329191424,78570,18793,7541421,140561,2017-06-22 03:54:17
877611172832227328,0,80,7541423,140561,2017-06-21 19:36:23
877556246731214848,22381,3752,7541423,140561,2017-06-21 15:58:08
877316821321428993,26969,5099,7541423,140561,2017-06-21 00:06:44
877201837425926144,26728,5503,7541423,140561,2017-06-20 16:29:50
876838120628539392,20377,3295,7541423,140561,2017-06-19 16:24:33
876537666061221889,23163,4568,7541423,140561,2017-06-18 20:30:39
876484053909872640,18483,2365,7541423,140561,2017-06-18 16:57:37
876120275196170240,27504,4629,7541424,140561,2017-06-17 16:52:05
875747767867523072,24834,4236,7541424,140561,2017-06-16 16:11:53
875144289856114688,21595,4860,7541424,140561,2017-06-15 00:13:52
875097192612077568,27023,5975,7541424,140561,2017-06-14 21:06:43
875021211251597312,25093,4661,7541424,140561,2017-06-14 16:04:48
874680097055178752,27433,4587,7541424,140561,2017-06-13 17:29:20
874434818259525634,0,14554,7541424,140561,2017-06-13 01:14:41
874296783580663808,25706,4059,7541424,140561,2017-06-12 16:06:11
874057562936811520,22351,3913,7541424,140561,2017-06-12 00:15:36
874012996292530176,34116,10296,7541424,140561,2017-06-11 21:18:31
873580283840344065,23885,3903,7541425,140561,2017-06-10 16:39:04
873337748698140672,0,1570,7542043,140562,2017-06-10 00:35:19
873213775632977920,7142,1570,7541425,140561,2017-06-09 16:22:42
872967104147763200,27023,5359,7541425,140561,2017-06-09 00:02:31
872820683541237760,14531,3663,7541425,140561,2017-06-08 14:20:41
872620804844003328,20546,3661,7541426,140561,2017-06-08 01:06:27
872486979161796608,40200,8950,7541426,140561,2017-06-07 16:14:40
872261713294495745,33811,6272,7541426,140561,2017-06-07 01:19:32
872122724285648897,34034,8068,7541428,140561,2017-06-06 16:07:15
871879754684805121,37580,11090,7541428,140561,2017-06-06 00:01:46
871762521631449091,20059,3456,7541429,140561,2017-06-05 16:15:56
871515927908634625,20012,3435,7541429,140561,2017-06-04 23:56:03
871166179821445120,0,5674,7541429,140561,2017-06-04 00:46:17
871102520638267392,20733,5480,7541429,140561,2017-06-03 20:33:19
871032628920680449,22456,3804,7541429,140561,2017-06-03 15:55:36
870804317367881728,33319,6179,7541429,140561,2017-06-03 00:48:22
870726314365509632,119,3,7541429,140561,2017-06-02 19:38:25
870656317836468226,12301,2638,7541429,140561,2017-06-02 15:00:16
870374049280663552,82071,26145,7541429,140561,2017-06-01 20:18:38
870308999962521604,21668,4147,7541430,140561,2017-06-01 16:00:09
870063196459192321,36385,8335,7541430,140561,2017-05-31 23:43:25
869772420881756160,42122,10023,7541430,140561,2017-05-31 04:27:59
869702957897576449,28048,6348,7541431,140561,2017-05-30 23:51:58
869596645499047938,15878,3133,7541431,140561,2017-05-30 16:49:31
869227993411051520,20329,3788,7541431,140561,2017-05-29 16:24:37
868880397819494401,65292,14503,7541431,140561,2017-05-28 17:23:24
868639477480148993,0,2100,7541431,140561,2017-05-28 01:26:04
868622495443632128,26638,5310,7541431,140561,2017-05-28 00:18:35
868552278524837888,10093,2100,7542049,140562,2017-05-27 19:39:34
867900495410671616,24110,4191,7541431,140561,2017-05-26 00:29:37
867774946302451713,33899,7363,7541431,140561,2017-05-25 16:10:44
867421006826221569,16068,2517,7541431,140561,2017-05-24 16:44:18
867072653475098625,0,121,7541431,140561,2017-05-23 17:40:04
867051520902168576,32181,7909,7541431,140561,2017-05-23 16:16:06
866720684873056260,20054,4841,7541431,140561,2017-05-22 18:21:28
866686824827068416,19309,3509,7541431,140561,2017-05-22 16:06:55
866450705531457537,122153,35508,7541431,140561,2017-05-22 00:28:40
866334964761202691,52554,14554,7541431,140561,2017-05-21 16:48:45
866094527597207552,0,8438,7541431,140561,2017-05-21 00:53:21
865718153858494464,25646,5659,7541431,140561,2017-05-19 23:57:46
865359393868664832,26505,5043,7541431,140561,2017-05-19 00:12:11
865006731092295680,28041,7757,7541431,140561,2017-05-18 00:50:50
864873206498414592,32346,8786,7541431,140561,2017-05-17 16:00:15
864279568663928832,14659,3067,7541431,140561,2017-05-16 00:41:21
864197398364647424,30252,9032,7541431,140561,2017-05-15 19:14:50
863907417377173506,20681,4191,7541431,140561,2017-05-15 00:02:33
863553081350529029,15356,4228,7541431,140561,2017-05-14 00:34:33
863471782782697472,0,2485,7541431,140561,2017-05-13 19:11:30
863432100342583297,23911,5327,7541431,140561,2017-05-13 16:33:49
863427515083354112,2275,98,7541431,140561,2017-05-13 16:15:35
863079547188785154,8804,1116,7541431,140561,2017-05-12 17:12:53
863062471531167744,8566,2485,7541431,140561,2017-05-12 16:05:02
862831371563274240,19253,5161,7541431,140561,2017-05-12 00:46:44
862722525377298433,17147,3576,7541431,140561,2017-05-11 17:34:13
862457590147678208,20653,5036,7541431,140561,2017-05-11 00:01:27
862096992088072192,74982,23638,7541431,140561,2017-05-10 00:08:34
861383897657036800,36318,10879,7541431,140561,2017-05-08 00:54:59
861288531465048066,17300,4223,7541431,140561,2017-05-07 18:36:02
861005113778896900,16830,3863,7541431,140561,2017-05-06 23:49:50
860981674716409858,0,2194,7541431,140561,2017-05-06 22:16:42
860924035999428608,0,838,7541431,140561,2017-05-06 18:27:40
860563773140209665,7573,2194,7541431,140561,2017-05-05 18:36:06
860524505164394496,23812,5374,7541431,140561,2017-05-05 16:00:04
860276583193509888,18454,3541,7541431,140561,2017-05-04 23:34:55
860184849394610176,16829,5954,7541431,140561,2017-05-04 17:30:24
860177593139703809,0,31483,7541431,140561,2017-05-04 17:01:34
859924526012018688,19719,4181,7541431,140561,2017-05-04 00:15:58
859851578198683649,15556,3579,7541431,140561,2017-05-03 19:26:06
859607811541651456,18768,1607,7541431,140561,2017-05-03 03:17:27
859196978902773760,90753,30856,7542049,140562,2017-05-02 00:04:57
859074603037188101,34233,13907,7541431,140561,2017-05-01 15:58:40
858860390427611136,0,8336,7541431,140561,2017-05-01 01:47:28
858843525470990336,15713,3557,7541431,140561,2017-05-01 00:40:27
858471635011153920,21742,4960,7541431,140561,2017-04-30 00:02:42
858107933456039936,15910,2984,7541431,140561,2017-04-28 23:57:28
857989990357356544,16314,2646,7541431,140561,2017-04-28 16:08:49
857746408056729600,34720,10911,7541431,140561,2017-04-28 00:00:54
857393404942143489,5992,1689,7541431,140561,2017-04-27 00:38:11
857263160327368704,20281,4643,7541431,140561,2017-04-26 16:00:39
857214891891077121,230,18,7541431,140561,2017-04-26 12:48:51
857062103051644929,0,177,7541431,140561,2017-04-26 02:41:43
857029823797047296,19205,4119,7541431,140561,2017-04-26 00:33:27
856602993587888130,0,11003,7541431,140561,2017-04-24 20:17:23
856543823941562368,16508,2962,7541431,140561,2017-04-24 16:22:16
856526610513747968,12020,1938,7541431,140561,2017-04-24 15:13:52
856330835276025856,0,701,7541431,140561,2017-04-24 02:15:55
856288084350160898,527,17,7541431,140561,2017-04-23 23:26:03
856282028240666624,28170,6515,7541431,140561,2017-04-23 23:01:59
855862651834028034,352,28,7541431,140561,2017-04-22 19:15:32
855860136149123072,5124,1062,7541431,140561,2017-04-22 19:05:32
855857698524602368,12053,2181,7541431,140561,2017-04-22 18:55:51
855851453814013952,46204,18284,7541431,140561,2017-04-22 18:31:02
855818117272018944,27071,5611,7541431,140561,2017-04-22 16:18:34
855459453768019968,30487,8494,7541431,140561,2017-04-21 16:33:22
855245323840757760,0,6194,7541431,140561,2017-04-21 02:22:29
855138241867124737,0,47,7541431,140561,2017-04-20 19:16:59
854732716440526848,23313,6340,7541432,140561,2017-04-19 16:25:34
854482394044301312,29935,7128,7541432,140561,2017-04-18 23:50:52
854365224396361728,19301,4870,7541432,140561,2017-04-18 16:05:17
854120357044912130,32674,7784,7541432,140561,2017-04-17 23:52:16
854010172552949760,16571,3282,7541432,140561,2017-04-17 16:34:26
853760880890318849,29259,6037,7541432,140561,2017-04-17 00:03:50
853639147608842240,35708,10570,7541432,140561,2017-04-16 16:00:07
853299958564483072,15921,3729,7541432,140561,2017-04-15 17:32:18
852936405516943360,0,2100,7541433,140561,2017-04-14 17:27:40
852912242202992640,9296,1918,7541433,140561,2017-04-14 15:51:39
852672615818899456,15311,2256,7541433,140561,2017-04-13 23:59:28
852553447878664193,16819,3679,7541433,140561,2017-04-13 16:05:56
852311364735569921,34029,10344,7541433,140561,2017-04-13 00:03:59
852226086759018497,20568,7116,7541433,140561,2017-04-12 18:25:07
852189679701164033,11799,1664,7541433,140561,2017-04-12 16:00:27
851953902622658560,0,10102,7541433,140561,2017-04-12 00:23:33
851861385021730816,0,23,7541433,140561,2017-04-11 18:15:55
851591660324737024,16684,3641,7541433,140561,2017-04-11 00:24:08
851464819735769094,25011,7426,7541433,140561,2017-04-10 16:00:07
851224888060895234,21321,6002,7541433,140561,2017-04-10 00:06:42
850753642995093505,31997,9758,7541433,140561,2017-04-08 16:54:09
850380195714523136,13472,2749,7541433,140561,2017-04-07 16:10:12
850333567704068097,3544,352,7541433,140561,2017-04-07 13:04:55
850145622816686080,16858,4032,7541433,140561,2017-04-07 00:38:06
850019790995546112,21135,5158,7541433,140561,2017-04-06 16:18:05
849776966551130114,31487,8005,7541433,140561,2017-04-06 00:13:11
849668094696017920,0,5227,7541433,140561,2017-04-05 17:00:34
849412302885593088,16420,3312,7541433,140561,2017-04-05 00:04:08
849336543269576704,11821,1992,7541433,140561,2017-04-04 19:03:06
849051919805034497,43952,8983,7541433,140561,2017-04-04 00:12:06
848690551926992896,26094,4561,7541433,140561,2017-04-03 00:16:10
848324959059550208,25635,4848,7541433,140561,2017-04-02 00:03:26
848213670039564288,8466,786,7541433,140561,2017-04-01 16:41:12
848212111729840128,16917,3246,7541433,140561,2017-04-01 16:35:01
847971574464610304,0,451,7541433,140561,2017-04-01 00:39:12
847962785489326080,24378,5393,7541433,140561,2017-04-01 00:04:17
847842811428974592,5681,1421,7541433,140561,2017-03-31 16:07:33
847617282490613760,7269,449,7541433,140561,2017-03-31 01:11:22
847606175596138505,19472,3589,7541433,140561,2017-03-31 00:27:14
847251039262605312,21240,4554,7541433,140561,2017-03-30 00:56:03
847157206088847362,20716,6205,7541433,140561,2017-03-29 18:43:12
847116187444137987,22249,3388,7541433,140561,2017-03-29 16:00:12
846874817362120707,20865,4167,7541433,140561,2017-03-29 00:01:05
846514051647705089,46390,12303,7541433,140561,2017-03-28 00:07:32
846505985330044928,14672,3278,7541433,140561,2017-03-27 23:35:28
846153765933735936,32974,9617,7541433,140561,2017-03-27 00:15:53
846139713627017216,32127,10473,7541433,140561,2017-03-26 23:20:02
846042936437604353,16632,3074,7541433,140561,2017-03-26 16:55:29
845812042753855489,30492,9288,7541433,140561,2017-03-26 01:38:00
845677943972139009,26133,5080,7541433,140561,2017-03-25 16:45:08
845397057150107648,7950,1921,7541434,140561,2017-03-24 22:08:59
845306882940190720,24281,5730,7541434,140561,2017-03-24 16:10:40
845098359547420673,0,8144,7541434,140561,2017-03-24 02:22:04
844979544864018432,14194,2750,7541434,140561,2017-03-23 18:29:57
844973813909606400,15752,3420,7541434,140561,2017-03-23 18:07:10
844704788403113984,40360,11003,7541434,140561,2017-03-23 00:18:10
844580511645339650,17175,3343,7541434,140561,2017-03-22 16:04:20
844223788422217728,14214,2340,7541434,140561,2017-03-21 16:26:50
843981021012017153,15778,3115,7542052,140562,2017-03-21 00:22:10
843856843873095681,22329,4928,7541434,140561,2017-03-20 16:08:44
843604394117681152,17628,2935,7541434,140561,2017-03-19 23:25:35
843235543001513987,22445,6442,7541434,140561,2017-03-18 22:59:54
842846295480000512,15891,3836,7541434,140561,2017-03-17 21:13:10
842765311967449089,7047,1357,7541434,140561,2017-03-17 15:51:22
842535590457499648,18905,3738,7541434,140561,2017-03-17 00:38:32
842163532590374912,25587,6194,7541434,140561,2017-03-16 00:00:07
842115215311396866,14641,3232,7541434,140561,2017-03-15 20:48:07
841833993020538882,0,16381,7541434,140561,2017-03-15 02:10:39
841680585030541313,26803,8284,7541434,140561,2017-03-14 16:01:03
841439858740625411,13201,3923,7541434,140561,2017-03-14 00:04:30
841320156043304961,20659,5808,7541434,140561,2017-03-13 16:08:50
841314665196081154,16558,5019,7541434,140561,2017-03-13 15:47:01
841077006473256960,23936,5674,7541434,140561,2017-03-13 00:02:39
840761248237133825,0,1876,7541434,140561,2017-03-12 03:07:56
840728873075638272,0,17307,7541434,140561,2017-03-12 00:59:17
840698636975636481,186,2,7541434,140561,2017-03-11 22:59:09
840696689258311684,12860,1045,7541434,140561,2017-03-11 22:51:24
840632337062862849,9393,1876,7541434,140561,2017-03-11 18:35:42
840370681858686976,17239,4869,7541434,140561,2017-03-11 01:15:58
840268004936019968,20197,6137,7541434,140561,2017-03-10 18:27:58
839990271299457024,14071,2459,7541434,140561,2017-03-10 00:04:21
839549326359670784,28849,8336,7541434,140561,2017-03-08 18:52:12
839290600511926273,0,154,7541434,140561,2017-03-08 01:44:07
839239871831150596,28521,7007,7541434,140561,2017-03-07 22:22:32
838952994649550848,20570,4258,7541434,140561,2017-03-07 03:22:35
838921590096166913,11723,2228,7541434,140561,2017-03-07 01:17:48
838916489579200512,0,36,7541434,140561,2017-03-07 00:57:32
838831947270979586,0,11853,7541434,140561,2017-03-06 19:21:35
838561493054533637,11457,1420,7541434,140561,2017-03-06 01:26:54
838476387338051585,23700,5164,7541434,140561,2017-03-05 19:48:43
838201503651401729,0,10819,7541434,140561,2017-03-05 01:36:26
838150277551247360,1766,354,7541434,140561,2017-03-04 22:12:52
838085839343206401,149,0,7541434,140561,2017-03-04 17:56:49
838083903487373313,18500,3385,7541434,140561,2017-03-04 17:49:08
837820167694528512,35898,8438,7541434,140561,2017-03-04 00:21:08
837482249356513284,4030,476,7541434,140561,2017-03-03 01:58:22
837471256429613056,13437,2462,7541434,140561,2017-03-03 01:14:41
837366284874571778,22202,5688,7541434,140561,2017-03-02 18:17:34
837110210464448512,16828,2570,7541434,140561,2017-03-02 01:20:01
836989968035819520,13380,2470,7541434,140561,2017-03-01 17:22:13
836753516572119041,20201,4965,7541434,140561,2017-03-01 01:42:39
836677758902222849,13252,2391,7541434,140561,2017-02-28 20:41:37
836648853927522308,0,587,7541434,140561,2017-02-28 18:46:45
836397794269200385,0,29718,7541434,140561,2017-02-28 02:09:08
836380477523124226,15480,3184,7541434,140561,2017-02-28 01:00:19
836260088725786625,22357,4616,7541434,140561,2017-02-27 17:01:56
836001077879255040,20094,4617,7541434,140561,2017-02-26 23:52:43
835685285446955009,0,8776,7541435,140561,2017-02-26 02:57:52
835574547218894849,18710,3898,7541435,140561,2017-02-25 19:37:50
835536468978302976,0,1833,7541435,140561,2017-02-25 17:06:32
835309094223372289,0,22630,7541435,140561,2017-02-25 02:03:02
835297930240217089,17276,3229,7541435,140561,2017-02-25 01:18:40
835264098648616962,8145,1833,7541435,140561,2017-02-24 23:04:14
835246439529840640,2199,78,7541435,140561,2017-02-24 21:54:03
835172783151792128,27499,6180,7541435,140561,2017-02-24 17:01:22
835152434251116546,23635,3250,7541435,140561,2017-02-24 15:40:31
834931633769889797,11405,1778,7541435,140561,2017-02-24 01:03:08
834786237630337024,22282,5905,7541435,140561,2017-02-23 15:25:23
834574053763584002,14411,2728,7541435,140561,2017-02-23 01:22:14
834477809192075265,0,11503,7541435,140561,2017-02-22 18:59:48
834458053273591808,10133,1811,7541435,140561,2017-02-22 17:41:18
834209720923721728,21705,5158,7541435,140561,2017-02-22 01:14:30
834167344700198914,16600,3920,7541435,140561,2017-02-21 22:26:07
834089966724603904,10582,2288,7541435,140561,2017-02-21 17:18:39
834086379323871233,13762,2393,7541435,140561,2017-02-21 17:04:24
833863086058651648,14127,2595,7541435,140561,2017-02-21 02:17:06
833826103416520705,18943,4029,7541435,140561,2017-02-20 23:50:09
833732339549220864,0,233,7541435,140561,2017-02-20 17:37:34
833722901757046785,21820,3462,7541435,140561,2017-02-20 17:00:04
833479644947025920,15655,2232,7541435,140561,2017-02-20 00:53:27
833124694597443584,21276,5227,7541435,140561,2017-02-19 01:23:00
832998151111966721,14016,2391,7541435,140561,2017-02-18 17:00:10
832769181346996225,0,40,7541435,140561,2017-02-18 01:50:19
832757312314028032,17744,3914,7541435,140561,2017-02-18 01:03:09
832682457690300417,12515,3167,7541435,140561,2017-02-17 20:05:43
832645525019123713,3086,560,7541435,140561,2017-02-17 17:38:57
832636094638288896,16729,3021,7541435,140561,2017-02-17 17:01:29
832397543355072512,12593,2402,7541435,140561,2017-02-17 01:13:34
832369877331693569,18096,3446,7541435,140561,2017-02-16 23:23:38
832273440279240704,11924,2521,7541435,140561,2017-02-16 17:00:25
832215909146226688,0,6690,7541435,140561,2017-02-16 13:11:49
832215726631055365,0,10138,7541435,140561,2017-02-16 13:11:05
832088576586297345,70,2,7541435,140561,2017-02-16 04:45:50
832040443403784192,0,10497,7541435,140561,2017-02-16 01:34:34
832032802820481025,18799,5014,7541435,140561,2017-02-16 01:04:13
831939777352105988,25319,6635,7541435,140561,2017-02-15 18:54:34
831926988323639298,360,35,7541435,140561,2017-02-15 18:03:45
831911600680497154,29195,7050,7541435,140561,2017-02-15 17:02:36
831670449226514432,11028,1959,7541435,140561,2017-02-15 01:04:21
831650051525054464,7578,2100,7541435,140561,2017-02-14 23:43:18
831552930092285952,9498,2482,7541435,140561,2017-02-14 17:17:22
831322785565769729,9710,1650,7541435,140561,2017-02-14 02:02:51
831315979191906304,6890,1209,7541435,140561,2017-02-14 01:35:49
831309418084069378,12390,2638,7541435,140561,2017-02-14 01:09:44
831262627380748289,12575,2220,7541435,140561,2017-02-13 22:03:49
830956169170665475,8418,1617,7541435,140561,2017-02-13 01:46:03
830583320585068544,70692,18220,7541435,140561,2017-02-12 01:04:29
830173239259324417,0,6171,7541435,140561,2017-02-10 21:54:58
830097400375152640,10375,3253,7541435,140561,2017-02-10 16:53:37
829878982036299777,0,5432,7541435,140561,2017-02-10 02:25:42
829861396166877184,12914,2119,7541435,140561,2017-02-10 01:15:49
829501995190984704,33555,11503,7541435,140561,2017-02-09 01:27:41
829449946868879360,11059,2203,7541435,140561,2017-02-08 22:00:52
829374341691346946,36578,10102,7541435,140561,2017-02-08 17:00:26
829141528400556032,25897,8031,7541435,140561,2017-02-08 01:35:19
829011960981237760,56037,17587,7541435,140561,2017-02-07 17:00:28
828801551087042563,0,3685,7541436,140561,2017-02-07 03:04:22
828770345708580865,27053,6361,7541436,140561,2017-02-07 01:00:22
828708714936930305,38736,12173,7541436,140561,2017-02-06 20:55:28
828650029636317184,10053,1462,7541436,140561,2017-02-06 17:02:17
828409743546925057,6656,1248,7541436,140561,2017-02-06 01:07:28
828408677031882754,8096,1393,7541436,140561,2017-02-06 01:03:14
828381636999917570,13367,2415,7541436,140561,2017-02-05 23:15:47
828376505180889089,7812,1152,7541436,140561,2017-02-05 22:55:23
828372645993398273,13264,3192,7541436,140561,2017-02-05 22:40:03
828361771580813312,2323,184,7541436,140561,2017-02-05 21:56:51
828046555563323392,12444,3105,7541436,140561,2017-02-05 01:04:17
828011680017821696,10978,2332,7541436,140561,2017-02-04 22:45:42
827933404142436356,21319,5671,7541436,140561,2017-02-04 17:34:40
827653905312006145,16328,3260,7541436,140561,2017-02-03 23:04:02
827600520311402496,7847,1029,7541436,140561,2017-02-03 19:31:54
827324948884643840,16803,3329,7541436,140561,2017-02-03 01:16:53
827199976799354881,11207,2434,7541436,140561,2017-02-02 17:00:17
826958653328592898,22865,5432,7541436,140561,2017-02-02 01:01:21
826848821049180160,38647,11100,7541436,140561,2017-02-01 17:44:55
826615380357632002,0,4288,7541436,140561,2017-02-01 02:17:19
826598799820865537,5418,277,7541436,140561,2017-02-01 01:11:25
826598365270007810,10685,2552,7541436,140561,2017-02-01 01:09:42
826476773533745153,19528,4555,7541436,140561,2017-01-31 17:06:32
826240494070030336,14072,2809,7541436,140561,2017-01-31 01:27:39
826204788643753985,5181,1013,7541436,140561,2017-01-30 23:05:46
826115272272650244,16604,3409,7541436,140561,2017-01-30 17:10:04
825876512159186944,11099,2031,7541436,140561,2017-01-30 01:21:19
825829644528148480,13518,2705,7541436,140561,2017-01-29 22:15:05
825535076884762624,55235,18702,7541436,140561,2017-01-29 02:44:34
825147591692263424,19421,4981,7541436,140561,2017-01-28 01:04:51
825120256414846976,0,1393,7541436,140561,2017-01-27 23:16:13
825026590719483904,6740,1393,7541436,140561,2017-01-27 17:04:02
824796380199809024,0,5982,7541436,140561,2017-01-27 01:49:15
824775126675836928,15898,3833,7541436,140561,2017-01-27 00:24:48
824663926340194305,10696,1889,7541436,140561,2017-01-26 17:02:56
824325613288833024,12502,11301,7541436,140561,2017-01-25 18:38:36
824297048279236611,15981,4210,7541436,140561,2017-01-25 16:45:05
824025158776213504,5068,641,7541436,140561,2017-01-24 22:44:42
823939628516474880,11304,2952,7541436,140561,2017-01-24 17:04:50
823719002937630720,0,12224,7541436,140561,2017-01-24 02:28:08
823699002998870016,13371,2635,7541437,140561,2017-01-24 01:08:40
823581115634085888,13848,2880,7541437,140561,2017-01-23 17:20:14
823333489516937216,739,28,7541437,140561,2017-01-23 00:56:15
823322678127919110,16725,4376,7541437,140561,2017-01-23 00:13:17
823269594223824897,0,10736,7541437,140561,2017-01-22 20:42:21
822975315408461824,18374,3750,7541437,140561,2017-01-22 01:12:59
822872901745569793,140674,47794,7541437,140561,2017-01-21 18:26:02
822859134160621569,14055,2493,7541437,140561,2017-01-21 17:31:20
822647212903690241,0,6990,7541437,140561,2017-01-21 03:29:14
822610361945911296,15701,3237,7541437,140561,2017-01-21 01:02:48
822489057087389700,19311,6990,7541437,140561,2017-01-20 17:00:46
822462944365645825,30274,15986,7541437,140561,2017-01-20 15:17:01
822244816520155136,37242,10736,7541437,140561,2017-01-20 00:50:15
822163064745328640,0,5243,7541437,140561,2017-01-19 19:25:24
821886076407029760,12093,2556,7541437,140561,2017-01-19 01:04:45
821813639212650496,0,3645,7541437,140561,2017-01-18 20:16:54
821765923262631936,8956,1819,7541437,140561,2017-01-18 17:07:18
821522889702862852,8539,1933,7541437,140561,2017-01-18 01:01:34
821421320206483457,0,6109,7541437,140561,2017-01-17 18:17:58
821407182352777218,12523,4746,7541437,140561,2017-01-17 17:21:47
821153421864615936,270,10,7541437,140561,2017-01-17 00:33:26
821149554670182400,9277,2198,7541437,140561,2017-01-17 00:18:04
821107785811234820,10211,2324,7541438,140561,2017-01-16 21:32:06
821044531881721856,13493,2501,7541438,140561,2017-01-16 17:20:45
820837357901512704,0,7319,7541438,140561,2017-01-16 03:37:31
820749716845686786,33588,10819,7541438,140561,2017-01-15 21:49:15
820690176645140481,12991,3526,7541438,140561,2017-01-15 17:52:40
820494788566847489,0,620,7541438,140561,2017-01-15 04:56:16
820446719150292993,0,2825,7541438,140561,2017-01-15 01:45:15
